,height,weight,age,LWF,SS,CF,RWF,LMF,DMF,CMF,AMF,RMF,LB,CB,RB,offensive_awareness,ball_control,dribbling,tight_possession,low_pass,lofted_pass,finishing,heading,place_kicking,curl,speed,acceleration,kicking_power,jump,physical_contact,balance,stamina,defensive_awareness,ball_winning,aggression,gk_awareness,gk_catching,gk_clearing,gk_reflexes,gk_reach,weak_foot_usage,weak_foot_accuracy,form,injury_resistance,overall_rating,rating_as_GK,rating_as_CB,rating_as_LB,rating_as_RB,rating_as_DMF,rating_as_CMF,rating_as_LMF,rating_as_RMF,rating_as_AMF,rating_as_LWF,rating_as_RWF,rating_as_SS,rating_as_CF,skill_cross_over_turn,skill_early_cross,skill_first_time_shot,skill_incisive_run,skill_one_touch_pass,skill_chip_shot_control,skill_heel_trick,skill_man_marking,skill_interception,skill_gk_penalty_saver,skill_penalty_specialist,skill_step_on_skill_control,skill_rising_shots,skill_marseille_turn,skill_gk_high_punt,skill_heading,skill_dipping_shot,skill_outside_curler,skill_captaincy,skill_gamesmanship,skill_gk_low_punt,skill_low_lofted_pass,skill_through_passing,skill_fighting_spirit,skill_flip_flap,skill_weighted_pass,skill_pinpoint_crossing,skill_sombrero,skill_acrobatic_clear,skill_cut_behind_turn,skill_long_range_drive,skill_scotch_move,skill_acrobatic_finishing,skill_double_touch,skill_gk_long_throw,skill_long_throw,skill_scissors_feint,skill_long_range_shooting,skill_track_back,skill_rabona,skill_knuckle_shot,skill_no_look_pass,skill_super_sub,com_playing_style_trickster,com_playing_style_mazing_run,com_playing_style_speeding_bullet,com_playing_style_incisive_run,com_playing_style_early_cross,com_playing_style_long_ball_expert,com_playing_style_long_ranger,rating_stars
12488,190,68,23,,,,,0,0,0,0,0,0,0,0,42,45,42,46,44,46,41,60,45,48,52,55,65,68,72,61,50,45,47,47,68,67,65,69,72,2,2,4,2,61,61,40,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12489,182,68,21,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,2,58,62,63,64,63,62,54,61,56,65,71,73,66,68,62,72,65,61,62,65,40,40,40,40,40,2,2,4,2,61,40,50,56,61,53,54,53,56,50,51,51,52,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12490,168,65,20,1.0,1.0,0.0,1.0,0,0,1,2,0,0,0,0,66,68,68,69,67,66,58,60,67,70,72,74,68,59,61,69,66,51,53,62,40,40,40,40,40,4,4,4,2,61,40,44,56,56,57,59,58,58,61,59,59,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
12491,194,86,28,0.0,2.0,2.0,2.0,1,0,0,2,1,0,0,0,70,60,67,64,61,57,69,73,63,62,70,69,69,65,76,63,72,51,53,60,40,40,40,40,40,3,3,5,1,61,40,51,55,55,53,51,57,57,58,55,61,60,63,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1
12492,176,67,24,0.0,0.0,0.0,0.0,0,2,1,0,0,0,1,0,62,65,61,64,64,62,57,63,62,64,71,70,69,67,63,61,71,60,68,70,40,40,40,40,40,2,2,5,2,61,40,55,57,57,61,55,54,54,51,52,52,52,50,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12493,175,70,22,0.0,1.0,1.0,0.0,1,0,1,2,0,0,0,0,64,64,70,66,61,59,70,62,58,61,75,78,72,66,69,68,74,53,55,71,40,40,40,40,40,2,2,4,2,61,40,50,58,58,55,57,61,58,61,57,57,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
12494,181,76,24,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,2,60,60,61,58,68,70,45,68,61,62,66,64,68,65,68,69,67,72,67,68,40,40,40,40,40,2,2,4,2,61,40,61,57,61,56,52,50,50,49,48,48,49,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12495,191,84,31,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,55,65,55,62,65,64,45,71,57,55,65,58,69,69,77,61,71,69,68,71,40,40,40,40,40,2,2,5,2,61,40,61,56,56,54,51,48,48,47,46,46,46,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12496,186,76,30,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,1,54,63,56,58,63,65,51,73,56,53,65,61,65,70,73,64,68,71,69,74,40,40,40,40,40,2,3,6,1,61,40,61,57,59,53,50,48,48,47,47,47,47,45,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12497,179,70,23,0.0,0.0,0.0,0.0,2,0,0,0,0,2,1,0,58,65,62,61,63,60,53,65,56,58,75,73,67,67,61,65,75,62,60,66,40,40,40,40,40,2,3,5,3,61,40,55,61,58,54,53,60,55,50,52,52,53,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12498,185,70,24,0.0,0.0,0.0,0.0,1,2,1,0,1,0,2,0,54,65,59,63,65,64,56,65,60,63,62,66,67,66,70,61,74,61,65,70,40,40,40,40,40,2,2,4,2,61,40,58,55,55,61,55,53,53,49,49,49,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12499,190,75,28,,,,,0,0,0,0,0,0,0,0,42,53,47,46,54,57,40,62,49,45,49,55,71,70,73,63,56,57,51,70,68,70,66,68,72,2,2,4,2,61,61,47,43,43,41,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12500,181,76,18,2.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,64,66,68,65,62,64,62,61,63,69,74,76,71,62,75,67,66,46,51,62,40,40,40,40,40,2,2,3,2,61,40,46,55,55,55,53,61,57,54,60,56,57,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12501,190,88,21,,,,,0,0,0,0,0,0,0,0,40,53,51,48,54,58,40,68,51,50,57,53,79,77,80,62,57,47,53,55,65,62,68,72,71,2,2,4,2,61,61,49,44,44,43,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12502,179,70,27,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,0,54,58,66,60,60,63,59,64,52,55,76,79,65,75,68,64,69,68,63,66,40,40,40,40,40,2,2,4,2,61,40,61,60,60,53,51,58,55,50,52,52,53,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12503,194,79,22,,,,,0,0,0,0,0,0,0,0,42,58,54,50,58,60,40,70,45,45,62,61,67,65,76,59,56,49,51,47,70,69,66,68,73,2,2,3,2,61,61,46,45,45,44,42,41,41,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12504,185,79,22,,,,,0,0,0,0,0,0,0,0,42,55,56,57,59,62,40,60,54,45,63,61,80,77,71,62,60,64,51,47,72,69,66,71,67,2,2,5,2,61,61,49,49,49,46,44,43,43,40,41,41,42,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12505,180,72,22,2.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,69,67,62,68,62,61,67,66,64,64,70,69,67,68,66,65,66,46,49,69,40,40,40,40,40,2,2,4,2,61,40,46,53,53,53,52,57,54,54,61,57,55,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12506,180,65,19,2.0,1.0,2.0,0.0,1,0,0,0,0,0,0,0,64,66,70,62,63,62,64,60,59,66,78,76,70,65,65,69,68,49,45,51,40,40,40,40,40,2,2,4,2,61,40,44,55,55,55,54,61,58,55,61,57,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
12507,188,82,19,0.0,1.0,1.0,0.0,0,0,1,2,0,0,0,0,63,72,69,69,66,58,63,62,67,65,73,69,79,64,72,63,63,52,53,61,40,40,40,40,40,1,2,4,2,61,40,47,54,54,55,57,55,55,61,56,56,60,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
12508,183,78,19,2.0,1.0,2.0,0.0,1,0,0,0,0,0,0,0,66,63,68,64,64,66,67,62,60,65,74,71,65,62,64,68,65,46,48,65,40,40,40,40,40,2,2,5,2,61,40,44,54,54,54,53,58,55,55,61,55,59,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12509,180,78,25,0.0,0.0,0.0,0.0,0,1,2,1,0,0,0,0,59,70,71,71,67,62,57,60,63,67,71,77,67,62,61,68,71,50,52,53,40,40,40,40,40,2,2,4,2,61,40,44,55,55,58,61,58,58,58,56,56,57,51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
12510,183,78,19,0.0,0.0,1.0,2.0,0,1,2,1,1,0,0,0,62,62,67,57,64,60,64,60,64,61,71,78,68,67,67,63,75,50,52,62,40,40,40,40,40,2,2,4,2,61,40,47,55,55,56,57,55,58,56,54,61,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12511,191,89,21,,,,,0,0,0,0,0,0,0,0,42,45,43,43,44,46,41,70,45,47,56,60,65,65,72,61,52,45,47,46,68,69,66,71,73,2,2,5,2,61,61,43,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12512,168,57,20,0.0,0.0,0.0,0.0,0,1,2,1,0,0,0,0,60,65,70,63,66,63,58,59,59,62,78,81,68,64,60,76,73,56,58,63,40,40,40,40,40,2,2,4,2,61,40,48,59,59,58,61,59,59,58,57,57,57,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
12513,182,75,25,0.0,0.0,0.0,0.0,0,2,1,0,0,0,1,0,60,68,61,63,64,66,56,65,55,60,69,70,65,68,69,66,73,58,61,68,40,40,40,40,40,2,2,5,2,61,40,55,57,57,61,57,54,54,52,52,52,53,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12514,181,74,21,0.0,0.0,0.0,0.0,1,0,0,0,0,2,2,0,58,62,59,61,62,62,52,64,53,63,68,68,65,75,68,64,65,66,68,72,40,40,40,40,40,1,2,4,2,61,40,61,61,56,53,49,53,50,48,49,49,49,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12515,185,78,22,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,68,63,64,62,61,59,66,65,60,62,73,68,70,68,66,63,66,56,45,71,40,40,40,40,40,4,4,2,2,61,40,49,55,55,53,51,54,54,53,54,54,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12516,183,76,24,0.0,0.0,0.0,0.0,0,1,2,1,0,0,0,0,61,67,67,66,63,65,59,73,57,54,71,71,68,76,75,65,71,57,62,65,40,40,40,40,40,2,2,4,2,61,40,56,59,59,58,61,55,55,57,54,54,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12517,175,72,20,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,2,65,62,66,63,62,62,66,65,61,62,70,69,69,68,69,68,66,55,57,67,40,40,40,40,40,2,2,4,2,61,40,50,55,61,54,51,53,56,53,53,53,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12518,181,70,20,1.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,68,67,70,65,65,63,68,62,59,61,73,74,68,63,64,70,67,49,45,51,40,40,40,40,40,1,1,4,2,61,40,43,54,54,54,54,56,56,59,59,61,61,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12519,177,78,22,0.0,0.0,0.0,2.0,0,1,2,1,0,0,0,0,64,69,66,66,67,72,56,61,57,66,63,69,65,63,63,67,68,55,58,70,40,40,40,40,40,2,2,4,2,61,40,47,55,55,59,61,54,54,58,54,58,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12520,184,76,20,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,1,54,62,61,60,60,63,52,66,52,58,71,66,66,74,70,65,70,66,70,72,40,40,40,40,40,2,2,4,2,61,40,61,58,60,53,50,51,51,47,49,49,49,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12521,177,78,19,0.0,0.0,0.0,0.0,0,1,2,1,0,0,0,0,65,67,67,66,65,64,61,61,64,66,70,71,69,64,65,67,68,57,60,68,40,40,40,40,40,2,2,4,2,61,40,49,56,56,58,61,55,55,57,55,55,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12522,178,68,21,2.0,0.0,1.0,2.0,1,0,0,0,1,0,0,0,62,64,72,64,58,52,64,60,58,59,76,80,68,65,63,72,70,49,53,63,40,40,40,40,40,3,4,4,2,61,40,46,56,56,52,51,61,61,53,61,61,57,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
12523,180,78,19,0.0,0.0,0.0,0.0,0,0,0,0,0,1,2,0,57,61,61,62,67,66,45,70,65,64,70,68,69,65,71,65,62,72,71,63,40,40,40,40,40,2,2,4,2,61,40,61,59,57,55,51,51,51,48,49,49,49,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12524,182,75,23,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,71,66,67,65,61,53,70,68,63,61,70,71,68,72,61,66,68,49,47,53,40,40,40,40,40,1,3,4,2,61,40,46,53,53,52,51,54,54,54,56,56,59,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12525,175,70,23,0.0,1.0,0.0,0.0,0,0,1,2,0,0,0,0,59,68,70,72,69,64,61,60,65,63,72,74,68,62,61,67,66,50,51,56,40,40,40,40,40,2,3,3,2,61,40,44,55,55,56,59,58,58,61,56,56,60,53,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12526,180,78,19,0.0,0.0,0.0,0.0,0,1,2,1,0,0,0,0,61,67,68,66,67,64,60,65,63,62,73,70,70,70,64,65,67,62,64,67,40,40,40,40,40,4,4,3,2,61,40,53,59,59,59,61,57,57,58,55,55,56,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12527,185,78,18,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,69,62,67,64,61,57,68,65,61,64,74,72,70,70,70,67,71,53,51,58,40,40,40,40,40,2,2,4,2,61,40,49,55,55,54,51,55,55,54,55,55,59,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
12528,178,74,23,0.0,1.0,0.0,0.0,0,0,1,2,0,0,0,0,61,67,66,69,67,61,60,62,68,66,68,73,70,65,65,69,70,57,61,70,40,40,40,40,40,1,2,4,2,61,40,50,56,56,56,57,55,55,61,54,54,58,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
12529,185,68,23,0.0,0.0,0.0,0.0,0,0,0,0,0,1,2,1,51,63,57,62,61,64,52,67,54,59,69,67,65,75,69,64,65,67,70,72,40,40,40,40,40,2,2,4,2,61,40,61,59,59,53,49,50,50,47,48,48,48,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12530,170,76,23,0.0,0.0,0.0,0.0,0,1,2,1,0,0,0,0,64,65,64,62,66,65,60,60,62,62,73,72,70,63,75,68,74,61,64,66,40,40,40,40,40,2,2,4,2,61,40,53,59,59,59,61,56,56,57,55,55,55,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12531,188,78,20,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,53,58,55,62,63,66,51,73,57,59,67,62,64,68,74,63,65,71,69,72,40,40,40,40,40,2,2,4,2,61,40,61,55,55,53,49,48,48,46,46,46,46,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12532,183,85,22,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,53,57,54,56,61,65,46,73,55,58,66,65,69,70,82,64,66,68,66,70,40,40,40,40,40,2,2,4,2,61,40,61,55,55,52,48,47,47,44,45,45,46,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12533,186,78,19,0.0,0.0,0.0,0.0,0,2,2,1,0,1,1,0,53,67,58,64,65,67,53,70,50,63,71,68,70,70,69,65,71,66,67,67,40,40,40,40,40,2,2,4,3,61,40,60,60,58,61,58,53,53,53,51,51,51,47,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12534,177,71,19,2.0,0.0,0.0,0.0,1,1,2,1,0,2,0,0,56,65,69,68,65,60,53,61,57,62,74,76,62,64,61,67,68,58,62,65,40,40,40,40,40,3,2,4,2,61,40,49,61,56,56,58,59,56,55,57,53,53,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
12535,173,68,18,0.0,0.0,0.0,0.0,0,1,2,1,0,0,0,0,63,66,63,63,67,65,58,60,62,65,68,71,66,68,65,75,67,62,65,65,40,40,40,40,40,2,2,4,2,61,40,51,57,57,58,61,54,54,56,53,53,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
12536,190,77,19,,,,,0,0,0,0,0,0,0,0,40,52,43,46,57,59,42,63,47,50,57,55,80,76,78,56,54,60,51,54,68,65,63,69,72,2,2,4,2,61,61,50,44,44,42,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12537,174,75,20,0.0,0.0,0.0,1.0,0,0,2,0,2,0,2,2,61,64,66,62,65,66,60,62,63,65,75,73,68,62,72,62,68,58,60,62,40,40,40,40,40,2,2,4,2,61,40,55,57,61,56,59,56,61,53,54,56,55,52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
12538,176,72,20,0.0,0.0,0.0,0.0,0,1,2,1,0,0,0,0,61,71,74,72,65,67,59,60,58,67,75,79,72,63,61,69,67,51,50,53,40,40,40,40,40,2,2,4,2,61,40,44,57,57,59,61,60,60,60,58,58,59,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12539,184,71,21,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,68,66,60,65,61,56,68,70,59,58,73,68,72,70,74,65,77,46,45,55,40,40,40,40,40,2,2,4,2,61,40,49,54,54,53,52,54,54,53,55,55,58,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12540,196,78,19,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,55,58,61,57,62,65,48,76,56,55,73,65,69,63,74,61,65,70,69,70,40,40,40,40,40,2,2,4,2,61,40,61,56,56,52,49,50,50,46,48,48,48,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12541,179,80,18,0.0,0.0,0.0,0.0,0,1,2,1,0,0,0,0,63,65,64,62,72,66,57,65,62,64,71,69,68,64,78,67,67,64,62,65,40,40,40,40,40,2,2,3,2,61,40,54,58,58,60,61,54,54,57,53,53,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12542,189,85,23,,,,,0,0,0,0,0,0,0,0,42,53,50,51,55,60,40,60,51,48,63,61,76,73,79,57,56,58,49,52,72,65,63,70,69,2,2,4,2,61,61,48,47,47,43,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12543,183,67,21,0.0,0.0,0.0,0.0,0,2,1,0,0,0,0,0,56,62,62,63,66,67,57,63,60,54,72,68,67,67,66,72,74,59,68,71,40,40,40,40,40,2,2,5,2,61,40,53,58,58,61,56,53,53,51,52,52,52,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
12544,174,66,19,0.0,1.0,0.0,0.0,0,1,2,2,0,0,0,0,59,69,75,72,72,66,54,60,64,67,70,74,66,62,60,62,65,51,53,59,40,40,40,40,40,3,2,4,2,61,40,44,55,55,59,62,58,58,61,55,55,59,50,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
